noisy_path,clean_path,noise_type,bucket,snr_db,split
data/processed/train/652-129742-0005__4-193480-B-40__5db__noisy.wav,data/processed/train/652-129742-0005__4-193480-B-40__5db__clean.wav,4-193480-B-40,stationary,5,train
data/processed/train/2428-83705-0015__4-90014-B-42__10db__noisy.wav,data/processed/train/2428-83705-0015__4-90014-B-42__10db__clean.wav,4-90014-B-42,stationary,10,train
data/processed/train/7850-286674-0010__1-76831-B-42__neg5db__noisy.wav,data/processed/train/7850-286674-0010__1-76831-B-42__neg5db__clean.wav,1-76831-B-42,stationary,-5,train
data/processed/train/84-121550-0035__1-50455-A-44__5db__noisy.wav,data/processed/train/84-121550-0035__1-50455-A-44__5db__clean.wav,1-50455-A-44,stationary,5,train
data/processed/train/1462-170145-0004__1-50661-A-44__0db__noisy.wav,data/processed/train/1462-170145-0004__1-50661-A-44__0db__clean.wav,1-50661-A-44,stationary,0,train
data/processed/train/2428-83699-0015__5-251963-A-47__0db__noisy.wav,data/processed/train/2428-83699-0015__5-251963-A-47__0db__clean.wav,5-251963-A-47,stationary,0,train
data/processed/train/1462-170138-0001__5-215449-A-47__neg5db__noisy.wav,data/processed/train/1462-170138-0001__5-215449-A-47__neg5db__clean.wav,5-215449-A-47,stationary,-5,train
data/processed/train/1272-141231-0013__1-43807-C-47__10db__noisy.wav,data/processed/train/1272-141231-0013__1-43807-C-47__10db__clean.wav,1-43807-C-47,stationary,10,train
data/processed/train/2803-154328-0016__4-193480-A-40__5db__noisy.wav,data/processed/train/2803-154328-0016__4-193480-A-40__5db__clean.wav,4-193480-A-40,stationary,5,train
data/processed/train/251-136532-0015__4-90014-B-42__0db__noisy.wav,data/processed/train/251-136532-0015__4-90014-B-42__0db__clean.wav,4-90014-B-42,stationary,0,train
data/processed/train/3170-137482-0001__2-106014-A-44__0db__noisy.wav,data/processed/train/3170-137482-0001__2-106014-A-44__0db__clean.wav,2-106014-A-44,stationary,0,train
data/processed/train/3853-163249-0046__4-90014-B-42__5db__noisy.wav,data/processed/train/3853-163249-0046__4-90014-B-42__5db__clean.wav,4-90014-B-42,stationary,5,train
data/processed/train/251-118436-0004__1-19898-C-41__5db__noisy.wav,data/processed/train/251-118436-0004__1-19898-C-41__5db__clean.wav,1-19898-C-41,stationary,5,train
data/processed/train/2803-154328-0006__2-122066-A-45__5db__noisy.wav,data/processed/train/2803-154328-0006__2-122066-A-45__5db__clean.wav,2-122066-A-45,stationary,5,train
data/processed/train/8297-275154-0019__3-68630-A-40__0db__noisy.wav,data/processed/train/8297-275154-0019__3-68630-A-40__0db__clean.wav,3-68630-A-40,stationary,0,train
data/processed/train/6295-64301-0029__4-169127-A-41__neg5db__noisy.wav,data/processed/train/6295-64301-0029__4-169127-A-41__neg5db__clean.wav,4-169127-A-41,stationary,-5,train
data/processed/train/3853-163249-0022__4-186936-A-44__neg5db__noisy.wav,data/processed/train/3853-163249-0022__4-186936-A-44__neg5db__clean.wav,4-186936-A-44,stationary,-5,train
data/processed/train/3081-166546-0080__5-160614-G-48__neg5db__noisy.wav,data/processed/train/3081-166546-0080__5-160614-G-48__neg5db__clean.wav,5-160614-G-48,impulsive,-5,train
data/processed/train/8842-304647-0000__3-119455-A-44__5db__noisy.wav,data/processed/train/8842-304647-0000__3-119455-A-44__5db__clean.wav,3-119455-A-44,stationary,5,train
data/processed/train/3853-163249-0018__5-235507-A-44__5db__noisy.wav,data/processed/train/3853-163249-0018__5-235507-A-44__5db__clean.wav,5-235507-A-44,stationary,5,train
data/processed/train/777-126732-0012__5-160614-H-48__10db__noisy.wav,data/processed/train/777-126732-0012__5-160614-H-48__10db__clean.wav,5-160614-H-48,impulsive,10,train
data/processed/train/3170-137482-0028__4-121532-A-42__5db__noisy.wav,data/processed/train/3170-137482-0028__4-121532-A-42__5db__clean.wav,4-121532-A-42,stationary,5,train
data/processed/train/84-121123-0008__3-143562-A-47__neg5db__noisy.wav,data/processed/train/84-121123-0008__3-143562-A-47__neg5db__clean.wav,3-143562-A-47,stationary,-5,train
data/processed/train/3081-166546-0047__1-115545-B-48__0db__noisy.wav,data/processed/train/3081-166546-0047__1-115545-B-48__0db__clean.wav,1-115545-B-48,impulsive,0,train
data/processed/train/1462-170145-0014__5-177957-C-40__10db__noisy.wav,data/processed/train/1462-170145-0014__5-177957-C-40__10db__clean.wav,5-177957-C-40,stationary,10,train
data/processed/train/1462-170138-0001__2-135649-C-45__neg5db__noisy.wav,data/processed/train/1462-170138-0001__2-135649-C-45__neg5db__clean.wav,2-135649-C-45,stationary,-5,train
data/processed/train/7850-281318-0007__5-160551-A-42__neg5db__noisy.wav,data/processed/train/7850-281318-0007__5-160551-A-42__neg5db__clean.wav,5-160551-A-42,stationary,-5,train
data/processed/train/5895-34629-0018__5-184323-A-42__10db__noisy.wav,data/processed/train/5895-34629-0018__5-184323-A-42__10db__clean.wav,5-184323-A-42,stationary,10,train
data/processed/train/3081-166546-0061__3-118972-B-41__neg5db__noisy.wav,data/processed/train/3081-166546-0061__3-118972-B-41__neg5db__clean.wav,3-118972-B-41,stationary,-5,train
data/processed/train/3081-166546-0069__4-165823-B-41__neg5db__noisy.wav,data/processed/train/3081-166546-0069__4-165823-B-41__neg5db__clean.wav,4-165823-B-41,stationary,-5,train
data/processed/train/1462-170138-0023__5-160614-H-48__5db__noisy.wav,data/processed/train/1462-170138-0023__5-160614-H-48__5db__clean.wav,5-160614-H-48,impulsive,5,train
data/processed/train/3170-137482-0010__1-50661-A-44__0db__noisy.wav,data/processed/train/3170-137482-0010__1-50661-A-44__0db__clean.wav,1-50661-A-44,stationary,0,train
data/processed/train/8842-302203-0004__1-50454-A-44__10db__noisy.wav,data/processed/train/8842-302203-0004__1-50454-A-44__10db__clean.wav,1-50454-A-44,stationary,10,train
data/processed/train/777-126732-0000__1-181071-A-40__neg5db__noisy.wav,data/processed/train/777-126732-0000__1-181071-A-40__neg5db__clean.wav,1-181071-A-40,stationary,-5,train
data/processed/train/2078-142845-0041__2-106014-A-44__neg5db__noisy.wav,data/processed/train/2078-142845-0041__2-106014-A-44__neg5db__clean.wav,2-106014-A-44,stationary,-5,train
data/processed/train/1993-147149-0000__5-220955-A-40__10db__noisy.wav,data/processed/train/1993-147149-0000__5-220955-A-40__10db__clean.wav,5-220955-A-40,stationary,10,train
data/processed/train/1272-135031-0023__3-118972-A-41__10db__noisy.wav,data/processed/train/1272-135031-0023__3-118972-A-41__10db__clean.wav,3-118972-A-41,stationary,10,train
data/processed/train/7850-281318-0001__1-31482-B-42__10db__noisy.wav,data/processed/train/7850-281318-0001__1-31482-B-42__10db__clean.wav,1-31482-B-42,stationary,10,train
data/processed/train/422-122949-0025__6__5db__noisy.wav,data/processed/train/422-122949-0025__6__5db__clean.wav,6,impulsive,5,train
data/processed/train/3081-166546-0050__5-160614-H-48__5db__noisy.wav,data/processed/train/3081-166546-0050__5-160614-H-48__5db__clean.wav,5-160614-H-48,impulsive,5,train
data/processed/train/2035-147961-0009__1-76831-C-42__neg5db__noisy.wav,data/processed/train/2035-147961-0009__1-76831-C-42__neg5db__clean.wav,1-76831-C-42,stationary,-5,train
data/processed/train/2902-9006-0016__2-262579-A-45__0db__noisy.wav,data/processed/train/2902-9006-0016__2-262579-A-45__0db__clean.wav,2-262579-A-45,stationary,0,train
data/processed/train/3853-163249-0001__5-160614-A-48__5db__noisy.wav,data/processed/train/3853-163249-0001__5-160614-A-48__5db__clean.wav,5-160614-A-48,impulsive,5,train
data/processed/train/5895-34622-0018__3-135650-A-45__5db__noisy.wav,data/processed/train/5895-34622-0018__3-135650-A-45__5db__clean.wav,3-135650-A-45,stationary,5,train
data/processed/train/6319-57405-0001__2-70936-A-42__0db__noisy.wav,data/processed/train/6319-57405-0001__2-70936-A-42__0db__clean.wav,2-70936-A-42,stationary,0,train
data/processed/train/2902-9008-0000__5-117118-A-42__10db__noisy.wav,data/processed/train/2902-9008-0000__5-117118-A-42__10db__clean.wav,5-117118-A-42,stationary,10,train
data/processed/train/5895-34629-0021__3-119120-E-48__0db__noisy.wav,data/processed/train/5895-34629-0021__3-119120-E-48__0db__clean.wav,3-119120-E-48,impulsive,0,train
data/processed/train/3576-138058-0023__5-235507-A-44__5db__noisy.wav,data/processed/train/3576-138058-0023__5-235507-A-44__5db__clean.wav,5-235507-A-44,stationary,5,train
data/processed/train/1272-141231-0006__4-111671-B-42__0db__noisy.wav,data/processed/train/1272-141231-0006__4-111671-B-42__0db__clean.wav,4-111671-B-42,stationary,0,train
data/processed/train/2035-147960-0000__1-115545-C-48__0db__noisy.wav,data/processed/train/2035-147960-0000__1-115545-C-48__0db__clean.wav,1-115545-C-48,impulsive,0,train
data/processed/train/2803-154328-0015__1-64398-A-41__neg5db__noisy.wav,data/processed/train/2803-154328-0015__1-64398-A-41__neg5db__clean.wav,1-64398-A-41,stationary,-5,train
data/processed/train/1462-170138-0021__5-251963-A-47__5db__noisy.wav,data/processed/train/1462-170138-0021__5-251963-A-47__5db__clean.wav,5-251963-A-47,stationary,5,train
data/processed/train/1272-128104-0011__1-76831-B-42__0db__noisy.wav,data/processed/train/1272-128104-0011__1-76831-B-42__0db__clean.wav,1-76831-B-42,stationary,0,train
data/processed/train/251-136532-0008__3-128512-B-47__0db__noisy.wav,data/processed/train/251-136532-0008__3-128512-B-47__0db__clean.wav,3-128512-B-47,stationary,0,train
data/processed/train/1988-147956-0018__1-115545-C-48__10db__noisy.wav,data/processed/train/1988-147956-0018__1-115545-C-48__10db__clean.wav,1-115545-C-48,impulsive,10,train
data/processed/train/2078-142845-0016__5-184323-A-42__0db__noisy.wav,data/processed/train/2078-142845-0016__5-184323-A-42__0db__clean.wav,5-184323-A-42,stationary,0,train
data/processed/train/2803-161169-0003__5-188796-A-45__5db__noisy.wav,data/processed/train/2803-161169-0003__5-188796-A-45__5db__clean.wav,5-188796-A-45,stationary,5,train
data/processed/train/5694-64029-0013__2-74361-A-47__neg5db__noisy.wav,data/processed/train/5694-64029-0013__2-74361-A-47__neg5db__clean.wav,2-74361-A-47,stationary,-5,train
data/processed/train/652-130726-0002__5-133989-B-42__10db__noisy.wav,data/processed/train/652-130726-0002__5-133989-B-42__10db__clean.wav,5-133989-B-42,stationary,10,train
data/processed/train/6319-64726-0020__4-186935-A-44__0db__noisy.wav,data/processed/train/6319-64726-0020__4-186935-A-44__0db__clean.wav,4-186935-A-44,stationary,0,train
data/processed/train/1673-143396-0013__1-76831-D-42__neg5db__noisy.wav,data/processed/train/1673-143396-0013__1-76831-D-42__neg5db__clean.wav,1-76831-D-42,stationary,-5,train
data/processed/train/3536-8226-0023__1-54065-A-45__10db__noisy.wav,data/processed/train/3536-8226-0023__1-54065-A-45__10db__clean.wav,1-54065-A-45,stationary,10,train
data/processed/train/8842-302196-0004__2-68391-B-41__neg5db__noisy.wav,data/processed/train/8842-302196-0004__2-68391-B-41__neg5db__clean.wav,2-68391-B-41,stationary,-5,train
data/processed/train/1988-24833-0027__5-220955-A-40__0db__noisy.wav,data/processed/train/1988-24833-0027__5-220955-A-40__0db__clean.wav,5-220955-A-40,stationary,0,train
data/processed/train/1462-170138-0027__1-62565-A-44__5db__noisy.wav,data/processed/train/1462-170138-0027__1-62565-A-44__5db__clean.wav,1-62565-A-44,stationary,5,train
data/processed/train/2803-154320-0005__4-149294-A-41__5db__noisy.wav,data/processed/train/2803-154320-0005__4-149294-A-41__5db__clean.wav,4-149294-A-41,stationary,5,train
data/processed/train/3000-15664-0018__2-70939-A-42__5db__noisy.wav,data/processed/train/3000-15664-0018__2-70939-A-42__5db__clean.wav,2-70939-A-42,stationary,5,train
data/processed/train/5895-34622-0002__5-133989-B-42__10db__noisy.wav,data/processed/train/5895-34622-0002__5-133989-B-42__10db__clean.wav,5-133989-B-42,stationary,10,train
data/processed/train/2035-152373-0011__5-160614-A-48__0db__noisy.wav,data/processed/train/2035-152373-0011__5-160614-A-48__0db__clean.wav,5-160614-A-48,impulsive,0,train
data/processed/train/3081-166546-0084__2-70938-A-42__5db__noisy.wav,data/processed/train/3081-166546-0084__2-70938-A-42__5db__clean.wav,2-70938-A-42,stationary,5,train
data/processed/train/1988-24833-0002__1-47250-A-41__neg5db__noisy.wav,data/processed/train/1988-24833-0002__1-47250-A-41__neg5db__clean.wav,1-47250-A-41,stationary,-5,train
data/processed/train/1988-147956-0008__4-161105-B-47__0db__noisy.wav,data/processed/train/1988-147956-0008__4-161105-B-47__0db__clean.wav,4-161105-B-47,stationary,0,train
data/processed/train/84-121550-0033__2-122066-A-45__neg5db__noisy.wav,data/processed/train/84-121550-0033__2-122066-A-45__neg5db__clean.wav,2-122066-A-45,stationary,-5,train
data/processed/train/8842-304647-0007__4-186936-A-44__5db__noisy.wav,data/processed/train/8842-304647-0007__4-186936-A-44__5db__clean.wav,4-186936-A-44,stationary,5,train
data/processed/train/3536-8226-0002__1-54065-B-45__neg5db__noisy.wav,data/processed/train/3536-8226-0002__1-54065-B-45__neg5db__clean.wav,1-54065-B-45,stationary,-5,train
data/processed/train/2428-83705-0026__3-51731-A-42__5db__noisy.wav,data/processed/train/2428-83705-0026__3-51731-A-42__5db__clean.wav,3-51731-A-42,stationary,5,train
data/processed/train/2035-147961-0015__5-150409-A-42__5db__noisy.wav,data/processed/train/2035-147961-0015__5-150409-A-42__5db__clean.wav,5-150409-A-42,stationary,5,train
data/processed/train/652-129742-0017__5-209992-A-44__neg5db__noisy.wav,data/processed/train/652-129742-0017__5-209992-A-44__neg5db__clean.wav,5-209992-A-44,stationary,-5,train
data/processed/train/1988-147956-0025__1-172649-C-40__10db__noisy.wav,data/processed/train/1988-147956-0025__1-172649-C-40__10db__clean.wav,1-172649-C-40,stationary,10,train
data/processed/train/5694-64029-0011__1-19898-B-41__10db__noisy.wav,data/processed/train/5694-64029-0011__1-19898-B-41__10db__clean.wav,1-19898-B-41,stationary,10,train
data/processed/train/1272-141231-0025__1-25777-A-48__neg5db__noisy.wav,data/processed/train/1272-141231-0025__1-25777-A-48__neg5db__clean.wav,1-25777-A-48,impulsive,-5,train
data/processed/train/777-126732-0002__3-135650-B-45__10db__noisy.wav,data/processed/train/777-126732-0002__3-135650-B-45__10db__clean.wav,3-135650-B-45,stationary,10,train
data/processed/train/652-130726-0002__1-64398-B-41__10db__noisy.wav,data/processed/train/652-130726-0002__1-64398-B-41__10db__clean.wav,1-64398-B-41,stationary,10,train
data/processed/train/5895-34629-0015__5-184323-A-42__5db__noisy.wav,data/processed/train/5895-34629-0015__5-184323-A-42__5db__clean.wav,5-184323-A-42,stationary,5,train
data/processed/train/1993-147149-0023__1-88409-A-45__0db__noisy.wav,data/processed/train/1993-147149-0023__1-88409-A-45__0db__clean.wav,1-88409-A-45,stationary,0,train
data/processed/train/1462-170142-0040__5-215445-A-47__0db__noisy.wav,data/processed/train/1462-170142-0040__5-215445-A-47__0db__clean.wav,5-215445-A-47,stationary,0,train
data/processed/train/1462-170142-0026__3-259622-A-44__neg5db__noisy.wav,data/processed/train/1462-170142-0026__3-259622-A-44__neg5db__clean.wav,3-259622-A-44,stationary,-5,train
data/processed/train/777-126732-0038__3-119455-A-44__5db__noisy.wav,data/processed/train/777-126732-0038__3-119455-A-44__5db__clean.wav,3-119455-A-44,stationary,5,train
data/processed/train/5694-64025-0014__4-186935-A-44__10db__noisy.wav,data/processed/train/5694-64025-0014__4-186935-A-44__10db__clean.wav,4-186935-A-44,stationary,10,train
data/processed/train/3853-163249-0016__4-165823-A-41__neg5db__noisy.wav,data/processed/train/3853-163249-0016__4-165823-A-41__neg5db__clean.wav,4-165823-A-41,stationary,-5,train
data/processed/train/652-130726-0033__4-119647-D-48__10db__noisy.wav,data/processed/train/652-130726-0033__4-119647-D-48__10db__clean.wav,4-119647-D-48,impulsive,10,train
data/processed/train/2428-83705-0021__3-118972-A-41__5db__noisy.wav,data/processed/train/2428-83705-0021__3-118972-A-41__5db__clean.wav,3-118972-A-41,stationary,5,train
data/processed/train/2078-142845-0039__1-76831-E-42__neg5db__noisy.wav,data/processed/train/2078-142845-0039__1-76831-E-42__neg5db__clean.wav,1-76831-E-42,stationary,-5,train
data/processed/train/8297-275155-0029__5-185579-B-41__10db__noisy.wav,data/processed/train/8297-275155-0029__5-185579-B-41__10db__clean.wav,5-185579-B-41,stationary,10,train
data/processed/train/84-121123-0021__1-76831-A-42__5db__noisy.wav,data/processed/train/84-121123-0021__1-76831-A-42__5db__clean.wav,1-76831-A-42,stationary,5,train
data/processed/train/652-130726-0020__4-186935-A-44__neg5db__noisy.wav,data/processed/train/652-130726-0020__4-186935-A-44__neg5db__clean.wav,4-186935-A-44,stationary,-5,train
data/processed/train/1462-170138-0020__5-251971-A-47__5db__noisy.wav,data/processed/train/1462-170138-0020__5-251971-A-47__5db__clean.wav,5-251971-A-47,stationary,5,train
data/processed/train/5895-34629-0027__2-188822-C-40__5db__noisy.wav,data/processed/train/5895-34629-0027__2-188822-C-40__5db__clean.wav,2-188822-C-40,stationary,5,train
data/processed/train/1462-170142-0028__4-165845-A-45__neg5db__noisy.wav,data/processed/train/1462-170142-0028__4-165845-A-45__neg5db__clean.wav,4-165845-A-45,stationary,-5,train
data/processed/train/5694-64029-0005__1-64398-A-41__10db__noisy.wav,data/processed/train/5694-64029-0005__1-64398-A-41__10db__clean.wav,1-64398-A-41,stationary,10,train
data/processed/train/6295-244435-0017__4-121532-A-42__10db__noisy.wav,data/processed/train/6295-244435-0017__4-121532-A-42__10db__clean.wav,4-121532-A-42,stationary,10,train
data/processed/train/1988-147956-0010__3-68630-A-40__10db__noisy.wav,data/processed/train/1988-147956-0010__3-68630-A-40__10db__clean.wav,3-68630-A-40,stationary,10,train
data/processed/train/3170-137482-0023__4-165845-A-45__10db__noisy.wav,data/processed/train/3170-137482-0023__4-165845-A-45__10db__clean.wav,4-165845-A-45,stationary,10,train
